1:494.212,358.115,0.761618,
2:507.873,399.097,0.775043,
3:524.57,446.151,0.782755,
4:536.713,491.688,0.767925,
5:557.963,531.152,0.786336,
6:585.285,566.064,0.770364,
7:621.714,591.867,0.769153,
8:662.697,614.636,0.766247,
9:705.197,616.153,0.836117,
10:744.662,600.975,0.776698,
11:776.537,566.064,0.860982,
12:800.823,526.599,0.765423,
13:816.002,482.58,0.815925,
14:822.073,440.08,0.749511,
15:816.002,394.544,0.791808,
16:817.52,347.49,0.754073,
17:814.484,300.435,0.77146,
18:521.534,358.115,0.890719,
19:545.82,336.864,0.872815,
20:573.142,333.829,0.84331,
21:605.017,333.829,0.840328,
22:632.339,336.864,0.880333,
23:683.947,324.721,0.853509,
24:706.715,308.025,0.852792,
25:735.555,297.4,0.834841,
26:764.394,289.81,0.911698,
27:790.198,298.918,0.912528,
28:661.179,356.597,0.816081,
29:667.25,385.436,0.917936,
30:668.768,420.348,0.931251,
31:674.84,452.223,0.844932,
32:646,468.92,0.881326,
33:662.697,471.955,0.870753,
34:679.393,476.509,0.873772,
35:693.054,467.402,0.916153,
36:706.715,456.777,0.908325,
37:564.035,368.74,0.821537,
38:582.249,358.115,0.893613,
39:605.017,355.079,0.867978,
40:621.714,362.668,0.844861,
41:606.535,371.776,0.912623,
42:582.249,373.293,0.957427,
43:705.197,347.49,0.911614,
44:723.412,327.757,0.834879,
45:743.144,323.204,0.933314,
46:764.394,329.275,0.904186,
47:752.251,341.418,0.883868,
48:727.965,347.49,0.920146,
49:621.714,517.492,0.912961,
50:646,511.42,0.848833,
51:668.768,505.349,0.937603,
52:686.983,505.349,0.907439,
53:703.679,497.759,0.872023,
54:727.965,494.723,0.908495,
55:752.251,493.206,0.942437,
56:737.072,529.635,0.854074,
57:715.822,546.331,0.873882,
58:694.572,553.921,0.906214,
59:679.393,553.921,0.967347,
60:652.071,543.295,0.859388,
61:632.339,517.492,0.933695,
62:670.286,515.974,0.858937,
63:690.018,514.456,0.884412,
64:705.197,506.866,0.904529,
65:741.626,496.241,0.88923,
66:706.715,525.081,0.788872,
67:691.536,529.635,0.932387,
68:674.84,531.152,0.851951,
69:594.392,359.633,0.883524,
