1:491.098,317.197,0.778795,
2:495.647,365.723,0.72434,
3:503.23,415.766,0.773925,
4:503.23,461.26,0.735123,
5:513.845,505.237,0.73288,
6:538.108,543.148,0.759796,
7:563.888,582.576,0.666056,
8:598.766,614.422,0.744868,
9:636.678,631.103,0.761128,
10:674.589,617.454,0.688837,
11:710.984,591.675,0.721267,
12:745.862,556.796,0.733392,
13:779.224,520.401,0.749469,
14:792.872,477.941,0.789539,
15:795.905,430.931,0.779964,
16:808.037,383.921,0.782347,
17:818.652,336.91,0.736242,
18:515.361,323.262,0.896669,
19:542.657,312.647,0.870537,
20:574.503,314.164,0.857445,
21:603.316,323.262,0.825443,
22:633.645,335.394,0.845682,
23:683.688,335.394,0.837515,
24:709.467,323.262,0.888495,
25:739.797,314.164,0.841721,
26:770.126,314.164,0.880414,
27:794.389,332.361,0.849127,
28:656.392,358.141,0.83964,
29:651.842,386.953,0.852505,
30:648.809,420.315,0.913312,
31:647.293,455.194,0.849736,
32:612.414,459.743,0.863063,
33:627.579,470.358,0.881964,
34:647.293,480.974,0.907316,
35:662.457,471.875,0.867254,
36:682.171,467.326,0.86445,
37:557.822,349.042,0.877107,
38:576.019,346.009,0.903377,
39:597.25,346.009,0.879184,
40:613.931,355.108,0.838888,
41:595.733,355.108,0.824021,
42:574.503,353.591,0.871971,
43:698.852,358.141,0.863382,
44:720.083,347.526,0.929034,
45:739.797,347.526,0.897298,
46:756.477,356.624,0.886284,
47:739.797,359.657,0.906706,
48:720.083,359.657,0.957978,
49:585.118,518.885,0.943392,
50:601.799,508.27,0.846085,
51:626.062,505.237,0.887992,
52:647.293,508.27,0.977377,
53:665.49,505.237,0.914461,
54:686.721,509.786,0.896179,
55:706.435,526.467,0.857264,
56:686.721,553.763,0.888923,
57:663.974,567.411,0.916982,
58:642.743,567.411,0.912768,
59:623.03,565.895,0.929577,
60:598.766,552.247,0.822564,
61:594.217,520.401,0.855892,
62:624.546,517.368,0.886602,
63:647.293,517.368,0.931025,
64:665.49,517.368,0.863807,
65:695.819,527.984,0.869114,
66:663.974,540.115,0.79596,
67:645.776,541.632,0.857504,
68:624.546,540.115,0.793118,
69:586.635,347.526,0.865447,
