1:436.914,311.785,0.763701,
2:441.404,356.68,0.781607,
3:447.39,403.072,0.859075,
4:448.886,449.463,0.78849,
5:457.865,488.372,0.765508,
6:481.809,525.784,0.739268,
7:507.25,563.196,0.758547,
8:540.172,594.622,0.785877,
9:579.081,608.091,0.860294,
10:616.493,600.608,0.804252,
11:650.913,573.672,0.823116,
12:680.843,546.735,0.759104,
13:710.772,512.315,0.820703,
14:724.241,473.407,0.82655,
15:734.716,428.512,0.877007,
16:746.688,383.617,0.786355,
17:757.164,343.212,0.736685,
18:468.341,311.785,0.822244,
19:493.781,299.814,0.827216,
20:520.718,302.807,0.861875,
21:552.144,308.792,0.846571,
22:579.081,320.764,0.865226,
23:628.465,322.261,0.912399,
24:653.906,310.289,0.913725,
25:683.836,307.296,0.874793,
26:710.772,308.792,0.908693,
27:734.716,326.75,0.822905,
28:601.529,344.708,0.933275,
29:598.536,376.135,0.837972,
30:592.55,404.568,0.912009,
31:591.053,437.491,0.862111,
32:561.123,450.959,0.843937,
33:574.592,453.952,0.867008,
34:589.557,462.931,0.869141,
35:604.521,458.442,0.868126,
36:616.493,452.456,0.908729,
37:504.257,332.736,0.871349,
38:520.718,328.247,0.879714,
39:543.165,331.24,0.925176,
40:559.627,344.708,0.86051,
41:541.669,344.708,0.873851,
42:519.221,344.708,0.946649,
43:640.437,349.198,0.836908,
44:661.388,332.736,0.918718,
45:685.332,332.736,0.919108,
46:700.297,344.708,0.934095,
47:685.332,355.184,0.959947,
48:662.885,355.184,0.941283,
49:526.704,500.343,0.919542,
50:547.655,495.854,0.850044,
51:568.606,489.868,0.901452,
52:588.06,497.35,0.887018,
53:603.025,492.861,0.877664,
54:625.472,498.847,0.921805,
55:643.43,509.322,0.896159,
56:625.472,534.763,0.891399,
57:603.025,546.735,0.942895,
58:582.074,546.735,0.935665,
59:567.109,542.245,0.919108,
60:544.662,527.28,0.85175,
61:534.186,501.84,0.857758,
62:568.606,500.343,0.90138,
63:586.564,504.833,0.841852,
64:603.025,503.336,0.844151,
65:637.444,510.819,0.884411,
66:603.025,521.294,0.892837,
67:583.571,521.294,0.863574,
68:568.606,516.805,0.808639,
69:531.193,332.736,0.889089,
