1:478.691,294.324,0.850818,
2:479.991,325.533,0.853266,
3:485.193,356.743,0.814488,
4:489.094,389.252,0.785731,
5:498.197,419.162,0.774122,
6:516.402,449.071,0.804414,
7:533.308,471.177,0.770854,
8:559.315,491.984,0.833976,
9:590.525,499.786,0.813261,
10:623.035,491.984,0.867165,
11:652.944,476.379,0.837039,
12:675.051,451.671,0.848267,
13:693.256,426.964,0.810653,
14:704.96,394.454,0.801179,
15:712.762,363.245,0.766207,
16:715.363,328.134,0.832953,
17:716.663,294.324,0.819772,
18:489.094,261.814,0.871755,
19:505.999,246.209,0.830741,
20:526.806,242.308,0.885884,
21:547.612,244.909,0.867496,
22:567.118,254.011,0.848196,
23:604.829,252.711,0.856946,
24:630.837,242.308,0.880664,
25:654.244,237.106,0.877525,
26:677.651,242.308,0.881504,
27:695.857,260.513,0.928949,
28:582.723,277.419,0.860389,
29:581.422,294.324,0.93955,
30:580.122,312.529,0.90498,
31:578.821,328.134,0.809657,
32:559.315,355.442,0.91701,
33:569.719,356.743,0.940037,
34:580.122,360.644,0.908432,
35:591.825,356.743,0.934431,
36:603.529,355.442,0.877541,
37:511.201,291.723,0.895934,
38:525.505,282.62,0.913491,
39:541.11,282.62,0.876725,
40:559.315,290.422,0.861577,
41:541.11,294.324,0.85696,
42:525.505,294.324,0.869572,
43:620.434,293.023,0.893601,
44:633.438,282.62,0.986075,
45:651.643,283.92,0.945271,
46:664.647,290.422,0.926471,
47:651.643,294.324,0.915656,
48:633.438,294.324,0.964521,
49:538.509,411.359,0.866509,
50:550.213,397.055,0.992433,
51:568.418,387.952,0.910671,
52:580.122,389.252,0.931443,
53:594.426,386.652,0.889936,
54:615.232,397.055,0.857714,
55:634.738,412.66,0.832458,
56:619.134,425.664,0.835993,
57:599.628,429.565,0.885745,
58:581.422,430.865,0.905545,
59:569.719,429.565,0.914237,
60:551.513,426.964,0.851022,
61:546.312,410.059,0.852786,
62:568.418,407.458,0.916098,
63:581.422,407.458,0.969564,
64:598.327,407.458,0.870775,
65:625.636,411.359,0.816708,
66:597.027,407.458,0.864306,
67:581.422,407.458,0.96676,
68:568.418,407.458,0.928092,
69:534.608,286.521,0.753434,
70:642.541,287.822,0.890604,
