1:479.192,294.159,0.860106,
2:480.476,324.99,0.869593,
3:485.615,357.105,0.785082,
4:489.469,389.22,0.798177,
5:499.745,418.766,0.776366,
6:516.445,448.312,0.795751,
7:533.145,470.15,0.758369,
8:560.122,489.419,0.814177,
9:590.952,498.411,0.840693,
10:623.067,490.703,0.839258,
11:652.613,475.288,0.84928,
12:674.451,450.881,0.819645,
13:693.72,426.473,0.835601,
14:703.997,395.643,0.824955,
15:712.989,363.528,0.789149,
16:715.558,328.844,0.809824,
17:716.843,294.159,0.772937,
18:490.753,260.76,0.874439,
19:507.453,245.345,0.860076,
20:528.007,241.491,0.897496,
21:548.56,244.06,0.900321,
22:567.829,253.052,0.892579,
23:610.221,251.768,0.858683,
24:632.059,241.491,0.921001,
25:655.182,235.068,0.857675,
26:682.159,241.491,0.894548,
27:695.005,260.76,0.89013,
28:585.814,276.175,0.845044,
29:581.96,294.159,0.921513,
30:581.96,312.144,0.877431,
31:580.675,326.274,0.829405,
32:558.837,354.536,0.901772,
33:570.398,357.105,0.941593,
34:581.96,359.674,0.910947,
35:593.521,355.82,0.909103,
36:607.652,354.536,0.855667,
37:512.591,287.736,0.883844,
38:528.007,281.313,0.885536,
39:543.422,281.313,0.836113,
40:560.122,289.021,0.86629,
41:543.422,292.875,0.844446,
42:528.007,294.159,0.897984,
43:621.782,291.59,0.881009,
44:633.344,282.598,0.950705,
45:652.613,282.598,0.970688,
46:665.459,290.306,0.891907,
47:652.613,294.159,0.946918,
48:633.344,294.159,0.951927,
49:539.568,409.773,0.87288,
50:551.129,395.643,0.99412,
51:569.114,386.651,0.932814,
52:581.96,389.22,0.92319,
53:597.375,386.651,0.884849,
54:617.929,395.643,0.856316,
55:635.913,411.058,0.816917,
56:620.498,425.189,0.860836,
57:601.229,427.758,0.893094,
58:581.96,429.043,0.87918,
59:570.398,427.758,0.915315,
60:552.414,425.189,0.842786,
61:547.276,408.489,0.853671,
62:570.398,405.92,0.928795,
63:581.96,405.92,0.964869,
64:598.66,405.92,0.880584,
65:628.205,409.773,0.809093,
66:598.66,405.92,0.87662,
67:581.96,405.92,0.960444,
68:570.398,405.92,0.941586,
69:538.283,285.167,0.758284,
70:642.336,286.452,0.911998,
