1:471.074,294.56,0.863018,
2:472.376,325.81,0.812932,
3:477.584,358.362,0.789313,
4:481.491,392.217,0.76293,
5:491.907,420.862,0.729438,
6:510.137,449.508,0.814071,
7:528.366,472.946,0.729607,
8:551.803,492.477,0.806571,
9:583.053,500.289,0.848144,
10:616.907,493.779,0.805395,
11:645.553,478.154,0.877536,
12:667.688,452.112,0.813729,
13:687.22,427.373,0.842576,
14:697.636,396.123,0.83917,
15:704.147,364.873,0.821074,
16:708.053,333.623,0.89445,
17:709.355,301.071,0.820535,
18:481.491,262.008,0.920433,
19:497.116,248.988,0.867789,
20:516.647,242.477,0.859772,
21:537.48,247.685,0.850882,
22:554.407,254.196,0.86247,
23:597.376,252.894,0.845021,
24:620.813,243.779,0.839545,
25:645.553,239.873,0.940016,
26:668.991,246.383,0.840019,
27:687.22,262.008,0.894695,
28:575.241,275.029,0.89218,
29:573.939,293.258,0.935071,
30:573.939,312.79,0.941469,
31:572.636,332.321,0.871132,
32:551.803,355.758,0.95445,
33:562.22,358.362,0.92507,
34:573.939,363.571,0.953941,
35:585.657,359.664,0.884208,
36:597.376,355.758,0.883185,
37:503.626,282.842,0.921736,
38:519.251,271.123,0.9063,
39:534.876,271.123,0.865369,
40:551.803,282.842,0.921007,
41:533.574,285.446,0.83694,
42:519.251,288.05,0.859294,
43:613.001,284.144,0.870328,
44:626.022,271.123,0.931486,
45:646.855,272.425,0.960037,
46:659.876,282.842,0.929946,
47:646.855,290.654,0.942695,
48:627.324,289.352,0.867077,
49:530.97,413.05,0.873684,
50:542.689,397.425,0.979406,
51:562.22,387.008,0.918518,
52:573.939,390.914,0.911288,
53:586.959,387.008,0.88354,
54:609.095,396.123,0.873673,
55:627.324,414.352,0.824102,
56:613.001,427.373,0.903178,
57:593.47,433.883,0.846562,
58:575.241,435.185,0.852284,
59:562.22,432.581,0.863303,
60:543.991,427.373,0.878092,
61:538.782,411.748,0.820074,
62:562.22,406.539,0.932807,
63:573.939,406.539,0.965491,
64:589.564,406.539,0.864436,
65:618.209,413.05,0.778283,
66:590.866,407.841,0.852514,
67:573.939,407.841,0.930389,
68:562.22,407.841,0.927807,
69:528.366,276.331,0.756599,
70:636.438,277.633,0.825671,
