1:452.69,306.427,0.791372,
2:458.731,344.184,0.888928,
3:467.792,381.94,0.818168,
4:472.323,424.228,0.800798,
5:482.895,463.495,0.799938,
6:502.529,499.741,0.736789,
7:528.203,531.457,0.721593,
8:556.898,560.152,0.85516,
9:597.675,572.234,0.789132,
10:641.473,561.662,0.835983,
11:679.23,539.008,0.76655,
12:716.987,511.824,0.802136,
13:747.192,475.577,0.823856,
14:759.274,433.29,0.780252,
15:765.315,389.492,0.806414,
16:772.866,344.184,0.85636,
17:775.887,303.407,0.758422,
18:470.813,283.773,0.855721,
19:479.875,258.099,0.86125,
20:504.039,244.506,0.84035,
21:531.224,241.486,0.856601,
22:558.408,249.037,0.856489,
23:617.309,247.527,0.880559,
24:647.514,233.934,0.809553,
25:680.74,233.934,0.820804,
26:713.966,246.016,0.859711,
27:736.62,270.181,0.815612,
28:590.124,282.263,0.880642,
29:588.614,309.448,0.840801,
30:584.083,339.653,0.789015,
31:582.573,368.348,0.828027,
32:555.388,381.94,0.880629,
33:568.98,391.002,0.92829,
34:590.124,394.023,0.854196,
35:606.737,391.002,0.875326,
36:627.881,380.43,0.903934,
37:505.549,294.345,0.883763,
38:519.141,283.773,0.940345,
39:537.265,283.773,0.881601,
40:556.898,294.345,0.921881,
41:540.285,295.855,0.890568,
42:519.141,295.855,0.92053,
43:641.473,291.324,0.885001,
44:661.107,279.242,0.811865,
45:679.23,279.242,0.899626,
46:698.863,286.794,0.864076,
47:679.23,292.835,0.893135,
48:662.617,292.835,0.86854,
49:526.693,439.331,0.877098,
50:547.837,428.759,0.896598,
51:572.001,427.249,0.844379,
52:593.145,428.759,0.958523,
53:614.288,425.738,0.892337,
54:641.473,427.249,0.916965,
55:676.209,430.269,0.891047,
56:644.494,466.516,0.81867,
57:617.309,484.639,0.906485,
58:594.655,487.659,0.927281,
59:575.021,486.149,0.846703,
60:549.347,469.536,0.814714,
61:534.244,440.841,0.892429,
62:572.001,433.29,0.804713,
63:593.145,433.29,0.911906,
64:614.288,430.269,0.845157,
65:664.127,434.8,0.852885,
66:615.799,463.495,0.925103,
67:593.145,465.005,0.910017,
68:573.511,465.005,0.84976,
69:529.713,286.794,0.814401,
