1:470.091,297.756,0.804217,
2:479.21,341.833,0.821603,
3:486.81,381.35,0.817488,
4:492.889,423.907,0.779336,
5:502.009,464.944,0.785441,
6:524.807,501.421,0.774262,
7:553.685,528.779,0.789406,
8:590.162,556.137,0.814231,
9:629.68,565.256,0.825109,
10:673.756,559.177,0.790646,
11:711.754,530.299,0.804851,
12:743.671,501.421,0.811631,
13:766.47,464.944,0.80941,
14:775.589,422.387,0.773186,
15:784.708,379.83,0.872286,
16:789.268,337.273,0.772573,
17:796.867,296.236,0.804175,
18:494.409,284.077,0.879243,
19:511.128,261.278,0.829401,
20:541.526,252.159,0.851478,
21:567.364,253.679,0.835021,
22:597.762,261.278,0.831385,
23:652.478,259.759,0.85022,
24:682.876,247.599,0.831917,
25:713.274,246.079,0.864841,
26:746.711,252.159,0.784747,
27:764.95,271.918,0.786823,
28:626.64,293.196,0.873785,
29:626.64,320.554,0.933826,
30:625.12,347.912,0.827283,
31:622.08,379.83,0.84748,
32:590.162,391.989,0.915843,
33:603.841,398.069,0.907036,
34:625.12,404.148,0.895095,
35:643.359,395.029,0.843643,
36:663.117,391.989,0.918644,
37:532.407,296.236,0.888915,
38:550.645,288.636,0.819404,
39:568.884,288.636,0.871472,
40:590.162,297.756,0.859257,
41:568.884,302.315,0.866156,
42:550.645,303.835,0.845155,
43:675.276,296.236,0.930835,
44:690.475,284.077,0.929042,
45:711.754,282.557,0.983373,
46:726.953,293.196,0.893494,
47:711.754,296.236,0.977931,
48:690.475,296.236,0.921549,
49:553.685,429.986,0.931129,
50:578.003,428.466,0.915915,
51:603.841,428.466,0.918907,
52:626.64,431.506,0.929322,
53:649.438,428.466,0.91976,
54:676.796,428.466,0.888734,
55:710.234,426.946,0.889309,
56:678.316,461.904,0.805985,
57:652.478,477.103,0.942139,
58:628.16,478.623,0.950855,
59:605.361,477.103,0.901362,
60:578.003,464.944,0.860132,
61:559.765,433.026,0.802195,
62:603.841,437.586,0.836109,
63:626.64,439.106,0.936248,
64:649.438,436.066,0.797672,
65:701.114,429.986,0.8879,
66:650.958,457.344,0.864298,
67:626.64,463.424,0.918795,
68:605.361,460.384,0.814395,
69:558.245,294.716,0.872577,
