1:463.413,298.674,0.765084,
2:467.846,341.524,0.799567,
3:476.711,379.941,0.873893,
4:484.099,422.792,0.727161,
5:490.009,462.687,0.802508,
6:513.651,499.626,0.794499,
7:546.158,532.133,0.758246,
8:581.62,558.73,0.843411,
9:620.037,569.073,0.832668,
10:665.843,558.73,0.822446,
11:701.305,533.611,0.844883,
12:735.29,499.626,0.802098,
13:757.453,464.164,0.758023,
14:764.841,424.269,0.75536,
15:773.707,381.419,0.902401,
16:781.095,341.524,0.777765,
17:785.528,298.674,0.800413,
18:488.532,283.898,0.853054,
19:503.308,260.257,0.827749,
20:532.86,248.436,0.843173,
21:560.934,248.436,0.843674,
22:590.486,254.346,0.811933,
23:648.112,254.346,0.778552,
24:677.664,241.048,0.85779,
25:710.171,239.57,0.854277,
26:738.245,249.913,0.879568,
27:758.931,273.555,0.815058,
28:620.037,285.376,0.924443,
29:618.56,310.495,0.919016,
30:618.56,340.046,0.829163,
31:617.082,368.121,0.857293,
32:583.098,381.419,0.921052,
33:596.396,390.285,0.902735,
34:618.56,393.24,0.905067,
35:636.291,390.285,0.8338,
36:655.5,381.419,0.90354,
37:526.949,295.719,0.86642,
38:544.68,286.853,0.917201,
39:560.934,285.376,0.942709,
40:583.098,295.719,0.862853,
41:560.934,297.196,0.932925,
42:546.158,297.196,0.910839,
43:667.32,292.764,0.894794,
44:686.529,282.42,0.830561,
45:702.783,282.42,0.90872,
46:720.514,288.331,0.854653,
47:702.783,295.719,0.905151,
48:686.529,294.241,0.867338,
49:540.248,427.224,0.870096,
50:569.799,422.792,0.849517,
51:596.396,419.836,0.82978,
52:620.037,425.747,0.951517,
53:642.201,418.359,0.884764,
54:673.231,418.359,0.79086,
55:702.783,419.836,0.855681,
56:676.186,461.209,0.81421,
57:643.679,475.985,0.886363,
58:620.037,477.462,0.888536,
59:596.396,475.985,0.887694,
60:568.322,461.209,0.809452,
61:549.113,428.702,0.886243,
62:596.396,428.702,0.907949,
63:620.037,430.18,0.930729,
64:643.679,428.702,0.869581,
65:693.917,425.747,0.813745,
66:643.679,455.299,0.822906,
67:620.037,461.209,0.926242,
68:596.396,459.731,0.828875,
69:552.068,288.331,0.859566,
